timestamp,ip_address,user_id,event_type,severity,status_code,response_time,log_message,is_anomaly
2025-01-14 15:26:50.455731,192.168.1.8,user_011,LOGOUT,INFO,200,225.01,Success: LOGOUT completed normally. Response time: 225.01ms,0
2025-01-14 15:38:32.455731,192.168.1.36,user_004,FILE_ACCESS,INFO,200,144.14,Success: FILE_ACCESS completed normally. Response time: 144.14ms,0
2025-01-14 16:05:41.455731,192.168.1.47,user_003,SYSTEM_UPDATE,INFO,200,152.97,Success: SYSTEM_UPDATE completed normally. Response time: 152.97ms,0
2025-01-14 16:13:53.455731,192.168.1.14,user_016,FILE_ACCESS,INFO,200,188.03,Success: FILE_ACCESS completed normally. Response time: 188.03ms,0
2025-01-14 16:18:30.455731,192.168.1.47,user_013,FILE_ACCESS,INFO,200,132.83,Success: FILE_ACCESS completed normally. Response time: 132.83ms,0
2025-01-14 16:25:39.455731,192.168.1.40,user_001,FILE_ACCESS,INFO,200,170.68,Success: FILE_ACCESS completed normally. Response time: 170.68ms,0
2025-01-14 17:00:18.455731,192.168.1.1,user_002,LOGIN,CRITICAL,503,291.59,Server Error: LOGIN failed with status 503. Response time: 291.59ms,1
2025-01-14 17:07:00.455731,192.168.1.46,user_006,DATABASE_QUERY,INFO,200,221.19,Success: DATABASE_QUERY completed normally. Response time: 221.19ms,0
2025-01-14 17:10:55.455731,192.168.1.27,user_018,FILE_ACCESS,INFO,200,190.24,Success: FILE_ACCESS completed normally. Response time: 190.24ms,0
2025-01-14 17:13:48.455731,192.168.1.47,user_019,LOGIN,INFO,200,215.19,Success: LOGIN completed normally. Response time: 215.19ms,0
2025-01-14 17:27:34.455731,192.168.1.42,user_006,LOGOUT,INFO,200,154.71,Success: LOGOUT completed normally. Response time: 154.71ms,0
2025-01-14 18:15:08.455731,192.168.1.29,user_014,DATABASE_QUERY,CRITICAL,500,218.7,Server Error: DATABASE_QUERY failed with status 500. Response time: 218.70ms,1
2025-01-14 18:30:35.455731,192.168.1.25,user_017,LOGOUT,INFO,200,224.53,Success: LOGOUT completed normally. Response time: 224.53ms,0
2025-01-14 18:44:16.455731,192.168.1.48,user_012,DATABASE_QUERY,INFO,200,265.2,Success: DATABASE_QUERY completed normally. Response time: 265.20ms,0
2025-01-14 18:51:15.455731,192.168.1.16,user_014,API_CALL,ERROR,403,184.82,Client Error: API_CALL request failed with status 403. Response time: 184.82ms,0
2025-01-14 18:54:23.455731,192.168.1.8,user_020,FILE_ACCESS,INFO,200,188.61,Success: FILE_ACCESS completed normally. Response time: 188.61ms,0
2025-01-14 19:00:17.455731,192.168.1.43,user_012,SYSTEM_UPDATE,INFO,200,243.3,Success: SYSTEM_UPDATE completed normally. Response time: 243.30ms,0
2025-01-14 19:06:07.455731,192.168.1.16,user_016,LOGIN,INFO,200,211.68,Success: LOGIN completed normally. Response time: 211.68ms,0
2025-01-14 19:12:19.455731,192.168.1.38,user_017,LOGOUT,INFO,200,236.46,Success: LOGOUT completed normally. Response time: 236.46ms,0
2025-01-14 19:20:35.455731,192.168.1.5,user_011,SYSTEM_UPDATE,CRITICAL,500,178.9,Server Error: SYSTEM_UPDATE failed with status 500. Response time: 178.90ms,1
2025-01-14 19:48:10.455731,192.168.1.35,user_015,SYSTEM_UPDATE,INFO,200,155.59,Success: SYSTEM_UPDATE completed normally. Response time: 155.59ms,0
2025-01-14 19:59:03.455731,192.168.1.9,user_007,DATABASE_QUERY,INFO,200,163.42,Success: DATABASE_QUERY completed normally. Response time: 163.42ms,0
2025-01-14 20:09:32.455731,192.168.1.44,user_016,LOGOUT,INFO,200,239.02,Success: LOGOUT completed normally. Response time: 239.02ms,0
2025-01-14 20:10:28.455731,192.168.1.22,user_018,LOGIN,INFO,200,222.36,Success: LOGIN completed normally. Response time: 222.36ms,0
2025-01-14 20:19:39.455731,192.168.1.30,user_020,DATABASE_QUERY,ERROR,401,109.76,Client Error: DATABASE_QUERY request failed with status 401. Response time: 109.76ms,0
2025-01-14 20:34:00.455731,192.168.1.36,user_009,API_CALL,INFO,200,168.86,Success: API_CALL completed normally. Response time: 168.86ms,0
2025-01-14 20:39:20.455731,192.168.1.14,user_001,API_CALL,INFO,200,244.14,Success: API_CALL completed normally. Response time: 244.14ms,0
2025-01-14 20:48:27.455731,192.168.1.30,user_013,LOGOUT,INFO,200,129.06,Success: LOGOUT completed normally. Response time: 129.06ms,0
2025-01-14 20:49:15.455731,192.168.1.4,user_007,FILE_ACCESS,INFO,201,309.12,Success: FILE_ACCESS completed normally. Response time: 309.12ms,0
2025-01-14 20:56:57.455731,192.168.1.39,user_020,LOGIN,INFO,200,157.35,Success: LOGIN completed normally. Response time: 157.35ms,0
2025-01-14 20:57:33.455731,192.168.1.30,user_006,LOGIN,INFO,200,142.26,Success: LOGIN completed normally. Response time: 142.26ms,0
2025-01-14 21:12:23.455731,192.168.1.26,user_002,LOGOUT,INFO,200,183.97,Success: LOGOUT completed normally. Response time: 183.97ms,0
2025-01-14 21:21:45.455731,192.168.1.30,user_003,SYSTEM_UPDATE,INFO,200,226.43,Success: SYSTEM_UPDATE completed normally. Response time: 226.43ms,0
2025-01-14 21:31:44.455731,192.168.1.11,user_010,FILE_ACCESS,INFO,200,190.83,Success: FILE_ACCESS completed normally. Response time: 190.83ms,0
2025-01-14 21:37:20.455731,192.168.1.13,user_007,FILE_ACCESS,INFO,200,192.93,Success: FILE_ACCESS completed normally. Response time: 192.93ms,0
2025-01-14 21:45:50.455731,192.168.1.32,user_003,LOGOUT,INFO,201,294.25,Success: LOGOUT completed normally. Response time: 294.25ms,0
2025-01-14 21:50:07.455731,192.168.1.14,user_003,API_CALL,INFO,200,217.3,Success: API_CALL completed normally. Response time: 217.30ms,0
2025-01-14 22:01:10.455731,192.168.1.35,user_006,FILE_ACCESS,INFO,200,202.8,Success: FILE_ACCESS completed normally. Response time: 202.80ms,0
2025-01-14 22:06:46.455731,192.168.1.28,user_011,FILE_ACCESS,ERROR,401,196.8,Client Error: FILE_ACCESS request failed with status 401. Response time: 196.80ms,0
2025-01-14 22:39:39.455731,192.168.1.50,user_016,DATABASE_QUERY,INFO,200,211.31,Success: DATABASE_QUERY completed normally. Response time: 211.31ms,0
2025-01-14 22:40:25.455731,192.168.1.46,user_012,DATABASE_QUERY,ERROR,404,120.24,Client Error: DATABASE_QUERY request failed with status 404. Response time: 120.24ms,0
2025-01-14 22:52:16.455731,192.168.1.18,user_011,FILE_ACCESS,INFO,200,197.87,Success: FILE_ACCESS completed normally. Response time: 197.87ms,0
2025-01-14 22:54:48.455731,192.168.1.46,user_005,LOGIN,INFO,200,192.56,Success: LOGIN completed normally. Response time: 192.56ms,0
2025-01-14 22:55:15.455731,192.168.1.26,user_003,SYSTEM_UPDATE,INFO,200,122.73,Success: SYSTEM_UPDATE completed normally. Response time: 122.73ms,0
2025-01-14 23:15:03.455731,192.168.1.14,user_013,LOGOUT,INFO,200,161.49,Success: LOGOUT completed normally. Response time: 161.49ms,0
2025-01-14 23:59:23.455731,192.168.1.5,user_003,DATABASE_QUERY,INFO,200,273.53,Success: DATABASE_QUERY completed normally. Response time: 273.53ms,0
2025-01-15 00:08:29.455731,192.168.1.32,user_019,SYSTEM_UPDATE,INFO,200,172.58,Success: SYSTEM_UPDATE completed normally. Response time: 172.58ms,0
2025-01-15 00:28:29.455731,192.168.1.29,user_002,FILE_ACCESS,INFO,200,332.98,Success: FILE_ACCESS completed normally. Response time: 332.98ms,0
2025-01-15 00:32:06.455731,192.168.1.33,user_010,LOGIN,ERROR,404,271.88,Client Error: LOGIN request failed with status 404. Response time: 271.88ms,0
2025-01-15 00:33:29.455731,192.168.1.10,user_003,LOGIN,ERROR,400,221.21,Client Error: LOGIN request failed with status 400. Response time: 221.21ms,0
2025-01-15 00:42:55.455731,192.168.1.2,user_017,DATABASE_QUERY,INFO,200,195.63,Success: DATABASE_QUERY completed normally. Response time: 195.63ms,0
2025-01-15 00:45:37.455731,192.168.1.15,user_003,FILE_ACCESS,INFO,200,148.25,Success: FILE_ACCESS completed normally. Response time: 148.25ms,0
2025-01-15 01:05:22.455731,192.168.1.2,user_015,SYSTEM_UPDATE,INFO,200,223.67,Success: SYSTEM_UPDATE completed normally. Response time: 223.67ms,0
2025-01-15 01:20:02.455731,192.168.1.49,user_011,LOGOUT,INFO,200,110.7,Success: LOGOUT completed normally. Response time: 110.70ms,0
2025-01-15 01:33:29.455731,192.168.1.45,user_010,LOGIN,INFO,200,178.68,Success: LOGIN completed normally. Response time: 178.68ms,0
2025-01-15 01:37:07.455731,192.168.1.23,user_020,SYSTEM_UPDATE,INFO,200,182.77,Success: SYSTEM_UPDATE completed normally. Response time: 182.77ms,0
2025-01-15 02:02:23.455731,192.168.1.41,user_004,API_CALL,INFO,200,162.88,Success: API_CALL completed normally. Response time: 162.88ms,0
2025-01-15 02:04:50.455731,192.168.1.6,user_019,LOGOUT,INFO,200,163.99,Success: LOGOUT completed normally. Response time: 163.99ms,0
2025-01-15 02:09:37.455731,192.168.1.46,user_007,FILE_ACCESS,INFO,200,208.64,Success: FILE_ACCESS completed normally. Response time: 208.64ms,0
2025-01-15 02:24:57.455731,192.168.1.33,user_018,FILE_ACCESS,INFO,200,88.94,Success: FILE_ACCESS completed normally. Response time: 88.94ms,0
2025-01-15 02:33:19.455731,192.168.1.24,user_007,DATABASE_QUERY,INFO,200,334.57,Success: DATABASE_QUERY completed normally. Response time: 334.57ms,0
2025-01-15 02:36:54.455731,192.168.1.43,user_009,LOGIN,ERROR,400,258.49,Client Error: LOGIN request failed with status 400. Response time: 258.49ms,0
2025-01-15 02:53:17.455731,192.168.1.32,user_009,LOGOUT,INFO,200,129.95,Success: LOGOUT completed normally. Response time: 129.95ms,0
2025-01-15 03:14:38.455731,192.168.1.9,user_003,FILE_ACCESS,INFO,200,215.64,Success: FILE_ACCESS completed normally. Response time: 215.64ms,0
2025-01-15 03:18:33.455731,192.168.1.38,user_012,DATABASE_QUERY,INFO,200,175.34,Success: DATABASE_QUERY completed normally. Response time: 175.34ms,0
2025-01-15 03:20:43.455731,192.168.1.35,user_004,API_CALL,INFO,200,171.53,Success: API_CALL completed normally. Response time: 171.53ms,0
2025-01-15 03:25:26.455731,192.168.1.31,user_019,SYSTEM_UPDATE,INFO,200,236.35,Success: SYSTEM_UPDATE completed normally. Response time: 236.35ms,0
2025-01-15 03:25:46.455731,192.168.1.37,user_005,LOGIN,INFO,200,191.84,Success: LOGIN completed normally. Response time: 191.84ms,0
2025-01-15 03:29:52.455731,192.168.1.39,user_017,SYSTEM_UPDATE,ERROR,401,188.44,Client Error: SYSTEM_UPDATE request failed with status 401. Response time: 188.44ms,0
2025-01-15 03:32:49.455731,192.168.1.6,user_018,DATABASE_QUERY,INFO,200,106.81,Success: DATABASE_QUERY completed normally. Response time: 106.81ms,0
2025-01-15 03:40:32.455731,192.168.1.10,user_012,API_CALL,INFO,200,162.61,Success: API_CALL completed normally. Response time: 162.61ms,0
2025-01-15 03:46:44.455731,192.168.1.19,user_001,LOGIN,INFO,200,151.78,Success: LOGIN completed normally. Response time: 151.78ms,0
2025-01-15 03:59:26.455731,192.168.1.31,user_012,LOGIN,INFO,200,169.88,Success: LOGIN completed normally. Response time: 169.88ms,0
2025-01-15 04:11:02.455731,192.168.1.36,user_002,LOGOUT,INFO,201,260.12,Success: LOGOUT completed normally. Response time: 260.12ms,0
2025-01-15 04:21:09.455731,192.168.1.31,user_014,LOGIN,CRITICAL,500,218.11,Server Error: LOGIN failed with status 500. Response time: 218.11ms,1
2025-01-15 04:21:27.455731,192.168.1.13,user_004,FILE_ACCESS,INFO,200,155.82,Success: FILE_ACCESS completed normally. Response time: 155.82ms,0
2025-01-15 04:25:40.455731,192.168.1.4,user_010,DATABASE_QUERY,INFO,200,261.67,Success: DATABASE_QUERY completed normally. Response time: 261.67ms,0
2025-01-15 04:43:25.455731,192.168.1.34,user_005,LOGIN,INFO,200,239.56,Success: LOGIN completed normally. Response time: 239.56ms,0
2025-01-15 04:54:22.455731,192.168.1.14,user_007,API_CALL,INFO,200,183.4,Success: API_CALL completed normally. Response time: 183.40ms,0
2025-01-15 04:55:12.455731,192.168.1.46,user_014,FILE_ACCESS,INFO,200,251.55,Success: FILE_ACCESS completed normally. Response time: 251.55ms,0
2025-01-15 04:56:13.455731,192.168.1.11,user_010,DATABASE_QUERY,INFO,200,148.8,Success: DATABASE_QUERY completed normally. Response time: 148.80ms,0
2025-01-15 05:00:14.455731,192.168.1.26,user_004,LOGOUT,INFO,200,276.85,Success: LOGOUT completed normally. Response time: 276.85ms,0
2025-01-15 05:05:08.455731,192.168.1.22,user_012,API_CALL,INFO,201,139.49,Success: API_CALL completed normally. Response time: 139.49ms,0
2025-01-15 05:16:32.455731,192.168.1.7,user_020,API_CALL,CRITICAL,500,327.52,Server Error: API_CALL failed with status 500. Response time: 327.52ms,1
2025-01-15 05:19:21.455731,192.168.1.2,user_009,LOGOUT,INFO,200,162.63,Success: LOGOUT completed normally. Response time: 162.63ms,0
2025-01-15 05:40:17.455731,192.168.1.21,user_015,SYSTEM_UPDATE,INFO,200,154.45,Success: SYSTEM_UPDATE completed normally. Response time: 154.45ms,0
2025-01-15 05:42:47.455731,192.168.1.47,user_007,FILE_ACCESS,ERROR,403,219.06,Client Error: FILE_ACCESS request failed with status 403. Response time: 219.06ms,0
2025-01-15 05:49:17.455731,192.168.1.9,user_014,FILE_ACCESS,INFO,200,133.95,Success: FILE_ACCESS completed normally. Response time: 133.95ms,0
2025-01-15 05:51:57.455731,192.168.1.9,user_002,FILE_ACCESS,INFO,200,199.33,Success: FILE_ACCESS completed normally. Response time: 199.33ms,0
2025-01-15 06:02:59.455731,192.168.1.38,user_008,DATABASE_QUERY,INFO,200,137.38,Success: DATABASE_QUERY completed normally. Response time: 137.38ms,0
2025-01-15 06:18:17.455731,192.168.1.7,user_008,API_CALL,INFO,200,193.81,Success: API_CALL completed normally. Response time: 193.81ms,0
2025-01-15 06:28:38.455731,192.168.1.43,user_004,DATABASE_QUERY,INFO,200,212.64,Success: DATABASE_QUERY completed normally. Response time: 212.64ms,0
2025-01-15 06:31:41.455731,192.168.1.48,user_014,DATABASE_QUERY,CRITICAL,500,195.43,Server Error: DATABASE_QUERY failed with status 500. Response time: 195.43ms,1
2025-01-15 06:34:46.455731,192.168.1.49,user_016,SYSTEM_UPDATE,ERROR,401,185.94,Client Error: SYSTEM_UPDATE request failed with status 401. Response time: 185.94ms,0
2025-01-15 06:44:13.455731,192.168.1.4,user_002,DATABASE_QUERY,INFO,200,187.31,Success: DATABASE_QUERY completed normally. Response time: 187.31ms,0
2025-01-15 06:46:56.455731,192.168.1.30,user_015,DATABASE_QUERY,INFO,200,79.97,Success: DATABASE_QUERY completed normally. Response time: 79.97ms,0
2025-01-15 07:07:37.455731,192.168.1.47,user_019,FILE_ACCESS,INFO,200,232.23,Success: FILE_ACCESS completed normally. Response time: 232.23ms,0
2025-01-15 07:18:24.455731,192.168.1.48,user_010,FILE_ACCESS,INFO,201,137.76,Success: FILE_ACCESS completed normally. Response time: 137.76ms,0
2025-01-15 07:26:31.455731,192.168.1.13,user_001,FILE_ACCESS,INFO,200,172.06,Success: FILE_ACCESS completed normally. Response time: 172.06ms,0
2025-01-15 07:38:53.455731,192.168.1.35,user_004,LOGIN,INFO,200,269.17,Success: LOGIN completed normally. Response time: 269.17ms,0
2025-01-15 07:50:53.455731,192.168.1.48,user_003,SYSTEM_UPDATE,INFO,200,231.77,Success: SYSTEM_UPDATE completed normally. Response time: 231.77ms,0
2025-01-15 07:59:03.455731,192.168.1.49,user_003,DATABASE_QUERY,ERROR,400,122.62,Client Error: DATABASE_QUERY request failed with status 400. Response time: 122.62ms,0
2025-01-15 07:59:09.455731,192.168.1.7,user_012,LOGOUT,INFO,200,185.6,Success: LOGOUT completed normally. Response time: 185.60ms,0
2025-01-15 07:59:28.455731,192.168.1.21,user_012,DATABASE_QUERY,CRITICAL,503,242.59,Server Error: DATABASE_QUERY failed with status 503. Response time: 242.59ms,1
2025-01-15 08:42:40.455731,192.168.1.46,user_004,LOGIN,INFO,200,183.66,Success: LOGIN completed normally. Response time: 183.66ms,0
2025-01-15 09:20:06.455731,192.168.1.22,user_008,API_CALL,INFO,200,240.21,Success: API_CALL completed normally. Response time: 240.21ms,0
2025-01-15 09:27:06.455731,192.168.1.20,user_009,API_CALL,INFO,200,171.16,Success: API_CALL completed normally. Response time: 171.16ms,0
2025-01-15 10:00:20.455731,192.168.1.28,user_003,API_CALL,INFO,201,256.53,Success: API_CALL completed normally. Response time: 256.53ms,0
2025-01-15 10:19:16.455731,192.168.1.29,user_015,LOGIN,INFO,201,229.24,Success: LOGIN completed normally. Response time: 229.24ms,0
2025-01-15 10:21:16.455731,192.168.1.47,user_009,LOGOUT,ERROR,400,142.05,Client Error: LOGOUT request failed with status 400. Response time: 142.05ms,0
2025-01-15 10:21:56.455731,192.168.1.15,user_012,API_CALL,INFO,200,273.17,Success: API_CALL completed normally. Response time: 273.17ms,0
2025-01-15 10:34:40.455731,192.168.1.9,user_013,FILE_ACCESS,INFO,200,186.03,Success: FILE_ACCESS completed normally. Response time: 186.03ms,0
2025-01-15 10:47:51.455731,192.168.1.4,user_017,FILE_ACCESS,INFO,200,258.91,Success: FILE_ACCESS completed normally. Response time: 258.91ms,0
2025-01-15 10:53:33.455731,192.168.1.49,user_017,SYSTEM_UPDATE,INFO,200,258.02,Success: SYSTEM_UPDATE completed normally. Response time: 258.02ms,0
2025-01-15 11:02:05.455731,192.168.1.26,user_001,DATABASE_QUERY,INFO,200,245.54,Success: DATABASE_QUERY completed normally. Response time: 245.54ms,0
2025-01-15 11:09:12.455731,192.168.1.20,user_007,LOGIN,ERROR,400,247.75,Client Error: LOGIN request failed with status 400. Response time: 247.75ms,0
2025-01-15 11:24:13.455731,192.168.1.15,user_006,LOGOUT,INFO,200,120.12,Success: LOGOUT completed normally. Response time: 120.12ms,0
2025-01-15 11:49:36.455731,192.168.1.4,user_003,API_CALL,INFO,200,231.31,Success: API_CALL completed normally. Response time: 231.31ms,0
2025-01-15 12:01:35.455731,192.168.1.33,user_001,API_CALL,INFO,200,211.56,Success: API_CALL completed normally. Response time: 211.56ms,0
2025-01-15 12:06:27.455731,192.168.1.1,user_008,DATABASE_QUERY,INFO,200,177.88,Success: DATABASE_QUERY completed normally. Response time: 177.88ms,0
2025-01-15 12:06:56.455731,192.168.1.41,user_001,LOGOUT,INFO,201,104.67,Success: LOGOUT completed normally. Response time: 104.67ms,0
2025-01-15 12:07:47.455731,192.168.1.23,user_007,LOGOUT,INFO,200,194.91,Success: LOGOUT completed normally. Response time: 194.91ms,0
2025-01-15 12:09:33.455731,192.168.1.16,user_019,FILE_ACCESS,INFO,200,256.12,Success: FILE_ACCESS completed normally. Response time: 256.12ms,0
2025-01-15 12:12:45.455731,192.168.1.37,user_008,DATABASE_QUERY,INFO,201,242.45,Success: DATABASE_QUERY completed normally. Response time: 242.45ms,0
2025-01-15 12:13:52.455731,192.168.1.3,user_005,FILE_ACCESS,INFO,201,181.7,Success: FILE_ACCESS completed normally. Response time: 181.70ms,0
2025-01-15 12:14:33.455731,192.168.1.7,user_020,SYSTEM_UPDATE,INFO,201,257.39,Success: SYSTEM_UPDATE completed normally. Response time: 257.39ms,0
2025-01-15 12:16:45.455731,192.168.1.33,user_001,LOGIN,INFO,200,234.45,Success: LOGIN completed normally. Response time: 234.45ms,0
2025-01-15 12:26:03.455731,192.168.1.8,user_012,SYSTEM_UPDATE,INFO,200,241.36,Success: SYSTEM_UPDATE completed normally. Response time: 241.36ms,0
2025-01-15 12:35:02.455731,192.168.1.14,user_018,FILE_ACCESS,INFO,200,313.73,Success: FILE_ACCESS completed normally. Response time: 313.73ms,0
2025-01-15 12:46:14.455731,192.168.1.48,user_018,FILE_ACCESS,INFO,200,184.83,Success: FILE_ACCESS completed normally. Response time: 184.83ms,0
2025-01-15 12:47:54.455731,192.168.1.38,user_006,FILE_ACCESS,INFO,200,66.86,Success: FILE_ACCESS completed normally. Response time: 66.86ms,0
2025-01-15 12:49:46.455731,192.168.1.15,user_010,FILE_ACCESS,INFO,200,158.27,Success: FILE_ACCESS completed normally. Response time: 158.27ms,0
2025-01-15 12:51:20.455731,192.168.1.37,user_020,LOGOUT,INFO,200,158.32,Success: LOGOUT completed normally. Response time: 158.32ms,0
2025-01-15 13:11:31.455731,192.168.1.18,user_019,DATABASE_QUERY,ERROR,400,175.27,Client Error: DATABASE_QUERY request failed with status 400. Response time: 175.27ms,0
2025-01-15 13:15:13.455731,192.168.1.37,user_001,LOGOUT,INFO,201,173.97,Success: LOGOUT completed normally. Response time: 173.97ms,0
2025-01-15 13:16:26.455731,192.168.1.27,user_019,LOGIN,INFO,200,190.79,Success: LOGIN completed normally. Response time: 190.79ms,0
2025-01-15 13:22:18.455731,192.168.1.11,user_017,API_CALL,INFO,200,219.4,Success: API_CALL completed normally. Response time: 219.40ms,0
2025-01-15 13:22:49.455731,192.168.1.29,user_007,FILE_ACCESS,INFO,200,149.77,Success: FILE_ACCESS completed normally. Response time: 149.77ms,0
2025-01-15 13:32:16.455731,192.168.1.21,user_003,DATABASE_QUERY,INFO,200,171.08,Success: DATABASE_QUERY completed normally. Response time: 171.08ms,0
2025-01-15 13:33:40.455731,192.168.1.8,user_007,DATABASE_QUERY,INFO,200,123.12,Success: DATABASE_QUERY completed normally. Response time: 123.12ms,0
2025-01-15 13:36:53.455731,192.168.1.39,user_004,LOGOUT,INFO,200,284.4,Success: LOGOUT completed normally. Response time: 284.40ms,0
2025-01-15 13:38:23.455731,192.168.1.36,user_005,SYSTEM_UPDATE,INFO,200,220.68,Success: SYSTEM_UPDATE completed normally. Response time: 220.68ms,0
2025-01-15 13:49:05.455731,192.168.1.48,user_019,API_CALL,INFO,200,272.72,Success: API_CALL completed normally. Response time: 272.72ms,0
2025-01-15 13:51:40.455731,192.168.1.32,user_016,DATABASE_QUERY,INFO,200,202.32,Success: DATABASE_QUERY completed normally. Response time: 202.32ms,0
2025-01-15 14:12:47.455731,192.168.1.32,user_003,LOGIN,INFO,200,191.88,Success: LOGIN completed normally. Response time: 191.88ms,0
2025-01-15 14:18:18.455731,192.168.1.14,user_020,LOGOUT,INFO,200,194.13,Success: LOGOUT completed normally. Response time: 194.13ms,0
2025-01-15 14:18:39.455731,192.168.1.8,user_010,SYSTEM_UPDATE,INFO,200,265.23,Success: SYSTEM_UPDATE completed normally. Response time: 265.23ms,0
2025-01-15 14:27:32.455731,192.168.1.24,user_007,SYSTEM_UPDATE,INFO,200,194.48,Success: SYSTEM_UPDATE completed normally. Response time: 194.48ms,0
2025-01-15 14:29:56.455731,192.168.1.43,user_001,SYSTEM_UPDATE,INFO,200,186.07,Success: SYSTEM_UPDATE completed normally. Response time: 186.07ms,0
2025-01-15 14:31:41.455731,192.168.1.22,user_020,LOGIN,INFO,200,148.8,Success: LOGIN completed normally. Response time: 148.80ms,0
2025-01-15 14:32:09.455731,192.168.1.5,user_004,FILE_ACCESS,INFO,200,203.02,Success: FILE_ACCESS completed normally. Response time: 203.02ms,0
2025-01-15 14:34:56.455731,192.168.1.19,user_015,DATABASE_QUERY,INFO,200,199.31,Success: DATABASE_QUERY completed normally. Response time: 199.31ms,0
2025-01-15 14:36:43.455731,192.168.1.41,user_014,FILE_ACCESS,INFO,200,61.7,Success: FILE_ACCESS completed normally. Response time: 61.70ms,0
2025-01-15 14:37:30.455731,192.168.1.47,user_020,DATABASE_QUERY,INFO,200,245.53,Success: DATABASE_QUERY completed normally. Response time: 245.53ms,0
2025-01-15 14:55:48.455731,192.168.1.18,user_009,SYSTEM_UPDATE,INFO,200,245.07,Success: SYSTEM_UPDATE completed normally. Response time: 245.07ms,0
2025-01-15 15:16:14.455731,192.168.1.35,user_008,LOGOUT,INFO,200,261.3,Success: LOGOUT completed normally. Response time: 261.30ms,0
2025-01-15 15:24:03.455731,192.168.1.29,user_019,SYSTEM_UPDATE,ERROR,400,200.3,Client Error: SYSTEM_UPDATE request failed with status 400. Response time: 200.30ms,0
2025-01-15 15:24:41.455731,192.168.1.41,user_019,DATABASE_QUERY,ERROR,403,189.22,Client Error: DATABASE_QUERY request failed with status 403. Response time: 189.22ms,0
2025-01-15 15:36:13.455731,192.168.1.14,user_003,API_CALL,INFO,200,180.27,Success: API_CALL completed normally. Response time: 180.27ms,0
2025-01-15 15:40:22.455731,192.168.1.22,user_020,FILE_ACCESS,INFO,200,222.02,Success: FILE_ACCESS completed normally. Response time: 222.02ms,0
2025-01-15 16:28:12.455731,192.168.1.4,user_010,API_CALL,INFO,200,328.08,Success: API_CALL completed normally. Response time: 328.08ms,0
2025-01-15 16:33:20.455731,192.168.1.16,user_013,DATABASE_QUERY,INFO,200,184.97,Success: DATABASE_QUERY completed normally. Response time: 184.97ms,0
2025-01-15 17:12:50.455731,192.168.1.16,user_002,FILE_ACCESS,INFO,200,130.99,Success: FILE_ACCESS completed normally. Response time: 130.99ms,0
2025-01-15 17:18:08.455731,192.168.1.14,user_011,FILE_ACCESS,ERROR,400,255.35,Client Error: FILE_ACCESS request failed with status 400. Response time: 255.35ms,0
2025-01-15 17:19:44.455731,192.168.1.10,user_004,SYSTEM_UPDATE,INFO,200,183.28,Success: SYSTEM_UPDATE completed normally. Response time: 183.28ms,0
2025-01-15 17:36:25.455731,192.168.1.30,user_020,API_CALL,ERROR,401,221.3,Client Error: API_CALL request failed with status 401. Response time: 221.30ms,0
2025-01-15 17:41:34.455731,192.168.1.12,user_016,API_CALL,INFO,200,116.15,Success: API_CALL completed normally. Response time: 116.15ms,0
2025-01-15 17:58:04.455731,192.168.1.38,user_005,FILE_ACCESS,CRITICAL,500,150.44,Server Error: FILE_ACCESS failed with status 500. Response time: 150.44ms,1
2025-01-15 18:07:26.455731,192.168.1.13,user_008,LOGIN,INFO,200,217.01,Success: LOGIN completed normally. Response time: 217.01ms,0
2025-01-15 18:42:02.455731,192.168.1.28,user_012,SYSTEM_UPDATE,INFO,200,180.04,Success: SYSTEM_UPDATE completed normally. Response time: 180.04ms,0
2025-01-15 18:47:57.455731,192.168.1.34,user_014,API_CALL,INFO,201,199.09,Success: API_CALL completed normally. Response time: 199.09ms,0
2025-01-15 18:50:47.455731,192.168.1.4,user_016,DATABASE_QUERY,INFO,200,229.24,Success: DATABASE_QUERY completed normally. Response time: 229.24ms,0
2025-01-15 18:52:19.455731,192.168.1.38,user_009,LOGOUT,INFO,200,144.84,Success: LOGOUT completed normally. Response time: 144.84ms,0
2025-01-15 19:31:52.455731,192.168.1.43,user_002,FILE_ACCESS,INFO,201,233.46,Success: FILE_ACCESS completed normally. Response time: 233.46ms,0
2025-01-15 19:36:20.455731,192.168.1.27,user_012,FILE_ACCESS,INFO,200,161.39,Success: FILE_ACCESS completed normally. Response time: 161.39ms,0
2025-01-15 19:45:49.455731,192.168.1.4,user_005,LOGOUT,INFO,200,229.65,Success: LOGOUT completed normally. Response time: 229.65ms,0
2025-01-15 19:48:18.455731,192.168.1.14,user_008,FILE_ACCESS,INFO,200,216.75,Success: FILE_ACCESS completed normally. Response time: 216.75ms,0
2025-01-15 19:50:33.455731,192.168.1.15,user_001,DATABASE_QUERY,INFO,200,216.95,Success: DATABASE_QUERY completed normally. Response time: 216.95ms,0
2025-01-15 19:51:13.455731,192.168.1.20,user_002,DATABASE_QUERY,INFO,201,170.64,Success: DATABASE_QUERY completed normally. Response time: 170.64ms,0
2025-01-15 20:00:24.455731,192.168.1.10,user_017,API_CALL,INFO,200,186.0,Success: API_CALL completed normally. Response time: 186.00ms,0
2025-01-15 20:16:28.455731,192.168.1.1,user_013,API_CALL,INFO,200,169.99,Success: API_CALL completed normally. Response time: 169.99ms,0
